,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,picture_url,host_id,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,accommodates,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17976,670192078644173286,https://www.airbnb.com/rooms/670192078644173286,2023-03-29,city scrape,Private room near top Siglo XXI hospital,"Comfortable and economical room with private bathroom, you can find a King size bed inside the room to be comfortable, ideal for two people, thanks to our great location you will be close to everything you need and a few minutes by car from places of common interest and large avenues that will facilitate mobility throughout the city in case you come by car, in addition to that, we have free parking for greater comfort throughout your stay.<br /><br /><b>The space</b><br />Inside the private room you will find:<br />-1 King size bed for the greatest comfort<br />-Completely private bathroom<br />-Amenities included throughout your stay<br />-Daily cleaning in case your stay is long<br />-Electronic lock<br />-Reception available 24 hours a day (Check in and Check out hours established in the house rules)<br />-Restaurant<br />-Parking lot<br />-Elevator<br />-Wifi<br />-TV<br />During your trip, we recommend you stop at several attractions near the hotel, such as the Parque Delta shoppi","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/miso/Hosting-670192078644173286/original/dc957a39-5a31-4b5b-ad32-629ca117e7fb.jpeg,https://a0.muscache.com/pictures/miso/Hosting-670192078644173286/original/dc957a39-5a31-4b5b-ad32-629ca117e7fb.jpeg,387957519,387957519,https://www.airbnb.com/users/show/387957519,Alejandro,2021-02-09,DESCONOCIDO,"Soy un anfitrión alegre y amable, siempre tengo todo perfecto para que mis huéspedes estén felices ",within an hour,97%,100%,f,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40876811629465,-99.13868376612952,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Conditioner"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Safe"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Body soap"", ""Window guards""]",$557.00,t,2023-03-29,2022-07-20,2023-03-12,2,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,364,32,32,1,4.53,4.56,4.63,4.66,4.28,4.53,4.59,9,0,9,0,3.79
18330,682483751365765699,https://www.airbnb.com/rooms/682483751365765699,2023-03-30,city scrape,Ideal para realizar turismo o negocios en Cdmx.,Recorre las tiendas y los restaurantes más populares de la Col. Juárez.  Además ven y disfruta de los espectáculos que te ofrece la Ciudad capital Cultural de América.,DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-682483751365765699/original/598d9ae4-adfe-41b7-9a16-45a076027d9c.jpeg,https://a0.muscache.com/pictures/miso/Hosting-682483751365765699/original/598d9ae4-adfe-41b7-9a16-45a076027d9c.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.4273,-99.15736,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace""]",$950.00,t,2023-03-30,2022-09-18,2022-10-22,2,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,82,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,14,0,14,0,1.7
18424,683902623196161162,https://www.airbnb.com/rooms/683902623196161162,2023-03-30,city scrape,Hotel Boutique Polanco Anzures Suite 105,"Suite de 19 metros cuadrados en el corazón de la ciudad de México la zona más exclusiva Polanco, Anzures a unos minutos de la Roma y Condesa.<br /><br />El Barrio es seguro y tranquilo, ideal para caminar y disfrutar de los comercios en sus alrededores. Estamos exactamente frente al Hotel Camino Real Polanco, solo nos divide la calle.<br /><br />-Restaurantes.<br />-Bancos.<br />-Casas de Cambio.<br />-Renta de autos.<br />-Tienda de autoservicio 24 hrs.<br />-Estética.<br />-Metro Polanco y Chapultepec.<br />-Céntrico.<br />-Museos.<br /><br /><b>The space</b><br />Suites inteligentes con todo lo necesario que puedas necesitar para vivir y trabajar.<br /><br /><b>Guest access</b><br />Cada suite es independiente con baño y código de acceso, llegada autónoma, Lavanderia, servicio de limpieza 1 vez a la semana, toallas, sábanas, todo nuevo.","El barrio está en la colonia Anzures, a dos cuadras de Polanco, la zona más exclusiva y comunicada de la Ciudad de México, puedes caminar con tranquilidad, tienes vías de acceso grandes, metro, Castillo de Chapultepec a unas cuadras, museos, tiendas, bancos, frente al edificio hay una agencia Hertz para rentar auto, estéticas, cajeros, tienda a media cuadra 24,horas, no contamos con estacionamiento, pero alrededor hay varios 24 horas o parquímetro afuera. Un oasis en la ciudad.",https://a0.muscache.com/pictures/a051f015-d416-4488-85a8-28a7812ff7e9.jpg,https://a0.muscache.com/pictures/a051f015-d416-4488-85a8-28a7812ff7e9.jpg,38546941,38546941,https://www.airbnb.com/users/show/38546941,Jessica,2015-07-15,"Mexico City, Mexico","Intentaremos  ayudar en lo posible a la gente que venga de fuera, siempre bajo la línea de lo cordial y el respeto. Todo está de manera independiente, la entrada y los servicios.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/683cc5ee-4a7c-4586-929a-d3819d3a6371.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/683cc5ee-4a7c-4586-929a-d3819d3a6371.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.42714,-99.17677,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Coffee"", ""Laundromat nearby"", ""Security cameras on property"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Mini fridge"", ""Iron"", ""Safe"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""65\"" HDTV with Amazon Prime Video, Netflix"", ""Hair dryer"", ""Cooking basics"", ""Shower gel"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Induction stove"", ""Freezer"", ""Self check-in"", ""Coffee maker"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Smart lock"", ""Window guards""]","$1,200.00",t,2023-03-30,2022-08-06,2023-03-11,2,1,365,1.0,1.0,365.0,365.0,1.0,365.0,27,57,87,362,25,25,1,5.0,5.0,4.92,5.0,4.92,4.96,4.92,14,4,10,0,3.16
18434,683915265363040145,https://www.airbnb.com/rooms/683915265363040145,2023-03-30,city scrape,Hotel Boutique Polanco Anzures Suite 103.,"Suite de 18.5 metros cuadrados en el corazón de la ciudad de México la zona más exclusiva Polanco, Anzures a unos minutos de la Roma y Condesa.<br /><br />El Barrio es seguro y tranquilo, ideal para caminar y disfrutar de los comercios en sus alrededores. Estamos exactamente frente al Hotel Camino Real Polanco, solo nos divide la calle.<br /><br />-Restaurantes.<br />-Bancos.<br />-Casas de Cambio.<br />-Renta de autos.<br />-Tienda de autoservicio 24 hrs.<br />-Estética.<br />-Metro Polanco y Chapultepec.<br />-Céntrico.<br />-Museos.<br /><br /><b>The space</b><br />Suites inteligentes con todo lo necesario que puedas necesitar para vivir y trabajar.<br /><br /><b>Guest access</b><br />Cada suite es independiente con baño y código de acceso, llegada autónoma, Lavanderia, servicio de limpieza 1 vez a la semana, toallas, sábanas, todo nuevo.","El barrio está en la colonia Anzures, a dos cuadras de Polanco, la zona más exclusiva y comunicada de la Ciudad de México, puedes caminar con tranquilidad, tienes vías de acceso grandes, metro, Castillo de Chapultepec a unas cuadras, museos, tiendas, bancos, frente al edificio hay una agencia Hertz para rentar auto, estéticas, cajeros, tienda a media cuadra 24,horas, no contamos con estacionamiento, pero alrededor hay varios 24 horas o parquímetro afuera. Un oasis en la ciudad.",https://a0.muscache.com/pictures/miso/Hosting-683915265363040145/original/e21b6601-79f7-4280-84e7-ce6a1cf01fa9.jpeg,https://a0.muscache.com/pictures/miso/Hosting-683915265363040145/original/e21b6601-79f7-4280-84e7-ce6a1cf01fa9.jpeg,38546941,38546941,https://www.airbnb.com/users/show/38546941,Jessica,2015-07-15,"Mexico City, Mexico","Intentaremos  ayudar en lo posible a la gente que venga de fuera, siempre bajo la línea de lo cordial y el respeto. Todo está de manera independiente, la entrada y los servicios.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/683cc5ee-4a7c-4586-929a-d3819d3a6371.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/683cc5ee-4a7c-4586-929a-d3819d3a6371.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.4277458,-99.1776551,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Coffee"", ""Security cameras on property"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Mini fridge"", ""Iron"", ""Safe"", ""Microwave"", ""44\"" HDTV with Amazon Prime Video, Netflix"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Shower gel"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Induction stove"", ""Freezer"", ""Self check-in"", ""Coffee maker"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Smart lock"", ""Window guards""]","$1,200.00",t,2023-03-30,2022-09-04,2022-12-03,2,1,365,1.0,1.0,365.0,365.0,1.0,365.0,28,58,88,363,11,11,0,5.0,4.91,4.73,5.0,5.0,5.0,5.0,14,4,10,0,1.59
18509,689089672977597160,https://www.airbnb.com/rooms/689089672977597160,2023-03-29,city scrape,Hotel ideal para viajar en familia.,"Con la mejor ubicación, ven y descubre las calles de una de las zonas con mayor tradición en la Cdmx. <br />En la Juárez te sorprenderá encontrar todo a unos cuantos metros, desde teatros, centros comerciales, librerías, restaurantes, bares, cafeterías, parques etc. etc.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-689089672977597160/original/fc723ba6-878e-4d4a-b57d-95436e8e6483.jpeg,https://a0.muscache.com/pictures/miso/Hosting-689089672977597160/original/fc723ba6-878e-4d4a-b57d-95436e8e6483.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.42522,-99.15674,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace""]",$950.00,t,2023-03-29,2022-08-27,2022-08-27,4,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,81,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,0,14,0,0.14
18533,690417324665720549,https://www.airbnb.com/rooms/690417324665720549,2023-03-30,city scrape,Habitación amplia y cómoda debidamente equipada.,"Por nuestra ubicación si vienes de negocios o de turismo, somos  una excelente opción.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-690417324665720549/original/97b8abc1-3540-401b-ac1b-f1fff89f0018.jpeg,https://a0.muscache.com/pictures/miso/Hosting-690417324665720549/original/97b8abc1-3540-401b-ac1b-f1fff89f0018.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.42727,-99.15883,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace""]",$950.00,t,2023-03-30,2022-09-18,2022-11-27,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,82,3,3,0,4.67,5.0,5.0,5.0,5.0,5.0,4.33,14,0,14,0,0.46
18542,690438779524461134,https://www.airbnb.com/rooms/690438779524461134,2023-03-29,city scrape,Suite para familias de hasta 4 integrantes.,"Si viajas con adolescentes, ésta suite es la ideal, con sus dos dormitorios y un baño y medio cubre con las necesidades familiares de privacidad y espacio.",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-690438779524461134/original/5d520e4f-9b35-4ba1-80b6-63213588cec4.jpeg,https://a0.muscache.com/pictures/miso/Hosting-690438779524461134/original/5d520e4f-9b35-4ba1-80b6-63213588cec4.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.42508,-99.15686,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Dedicated workspace""]","$1,399.00",t,2023-03-29,2022-08-06,2023-03-24,4,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,81,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,14,0,14,0,1.7
18588,689886535924706144,https://www.airbnb.com/rooms/689886535924706144,2023-03-30,city scrape,"Suite ideal para familias, espacios amplios.","Para quienes buscan un lugar diferente, cómodo y bien ubicado, somos tu mejor opción.<br />¡Ven y déjate consentir!",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-689886535924706144/original/9de18578-6412-48ba-85fb-df23da0c22c6.jpeg,https://a0.muscache.com/pictures/miso/Hosting-689886535924706144/original/9de18578-6412-48ba-85fb-df23da0c22c6.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.42731,-99.15717,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Dedicated workspace""]","$1,050.00",t,2023-03-30,2022-09-16,2022-09-16,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,82,1,1,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,14,0,14,0,0.15
18593,689917086923942116,https://www.airbnb.com/rooms/689917086923942116,2023-03-30,city scrape,Confortable habitación en extraodinaria ubicación.,"Quédate en este extraordinario alojamiento, ¡Te sorprenderá!",DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-689917086923942116/original/8a4c0a0b-9971-4c0e-96fa-5a3513d34b4e.jpeg,https://a0.muscache.com/pictures/miso/Hosting-689917086923942116/original/8a4c0a0b-9971-4c0e-96fa-5a3513d34b4e.jpeg,468867403,468867403,https://www.airbnb.com/users/show/468867403,Posada,2022-07-11,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,100%,f,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90b0940c-d5be-40da-ac48-69dc1f0ec411.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone', 'work_email']",t,f,DESCONOCIDO,Cuauhtémoc,19.42612563785758,-99.15769351104508,Room in hotel,Private room,1 private bath,"[""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Iron"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace""]",$950.00,t,2023-03-30,2022-10-05,2022-11-14,4,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,82,3,3,0,4.67,5.0,5.0,5.0,4.67,5.0,4.67,14,0,14,0,0.51
18673,697133379985498339,https://www.airbnb.com/rooms/697133379985498339,2023-03-29,city scrape,amarterra hotel boutique (hotel/motel),Este lugar lleno de estilo está cerca de todo lo imprescindible.,DESCONOCIDO,https://a0.muscache.com/pictures/miso/Hosting-53292500/original/f997e7c0-37a7-4553-af7e-da07fb3b56e6.jpeg,https://a0.muscache.com/pictures/miso/Hosting-53292500/original/f997e7c0-37a7-4553-af7e-da07fb3b56e6.jpeg,431438122,431438122,https://www.airbnb.com/users/show/431438122,Selene Araceli,2021-11-11,DESCONOCIDO,DESCONOCIDO,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/8f261876-373a-4b16-8de9-dd74e7557432.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8f261876-373a-4b16-8de9-dd74e7557432.jpg?aki_policy=profile_x_medium,DESCONOCIDO,"['email', 'phone']",t,t,DESCONOCIDO,Xochimilco,19.27483,-99.12177,Room in hotel,Private room,0 baths,"[""HDTV"", ""Security cameras on property"", ""Pets allowed""]",$914.00,t,2023-03-29,2022-09-25,2022-10-30,2,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,3,3,0,3.67,4.0,5.0,3.67,3.67,3.67,3.67,3,0,3,0,0.48
